"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2751 Ridgeway Dr, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""950""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2751 Ridgeway Dr"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.6682,""longitude"":-117.0728},""url"":""https://www.zillow.com/homedetails/2751-Ridgeway-Dr-National-City-CA-91950/17100957_zpid/""}","https://www.zillow.com/homedetails/2751-Ridgeway-Dr-National-City-CA-91950/17100957_zpid/","2751 Ridgeway Dr, National City, CA 91950","BERKSHIRE HATHAWAY HOMESERVICE","$420,000","- Sold","2","bds","1","ba","950","sqft","Sold 09/01/2021","https://www.zillow.com/homedetails/2751-Ridgeway-Dr-National-City-CA-91950/17100957_zpid/","https://photos.zillowstatic.com/fp/d1f30af7592bbfde617c686348ada3d5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""801 National City Blvd Unit 1101, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""801 National City Blvd UNIT 1101"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.675484,""longitude"":-117.10641},""url"":""https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-1101-National-City-CA-91950/140461904_zpid/""}","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-1101-National-City-CA-91950/140461904_zpid/","801 National City Blvd UNIT 1101, National City, CA 91950","LINO PONCE, BROKER","$420,000","- Sold","2","bds","1","ba","1,000","sqft","Sold 06/21/2022","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-1101-National-City-CA-91950/140461904_zpid/","https://photos.zillowstatic.com/fp/596372e641c4b25bef24d7ab93b618b1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""613 R Ave Unit 3, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""977""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""613 R Ave UNIT 3"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68266,""longitude"":-117.088684},""url"":""https://www.zillow.com/homedetails/613-R-Ave-UNIT-3-National-City-CA-91950/17097064_zpid/""}","https://www.zillow.com/homedetails/613-R-Ave-UNIT-3-National-City-CA-91950/17097064_zpid/","613 R Ave UNIT 3, National City, CA 91950","","$416,000","- Sold","2","bds","1.5","ba","977","sqft","Sold 11/12/2021","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""613 R Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""977""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""613 R Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/613-R-Ave-National-City-CA-91950/2068834850_zpid/""}","https://www.zillow.com/homedetails/613-R-Ave-National-City-CA-91950/2068834850_zpid/","613 R Ave, National City, CA 91950","PRIME ONE MORTGAGE & REALTY","$416,000","- Sold","2","bds","1","ba","977","sqft","Sold 11/12/2021","https://www.zillow.com/homedetails/613-R-Ave-National-City-CA-91950/2068834850_zpid/","https://photos.zillowstatic.com/fp/af31f7bad0c7e605d28f9af9dbcea009-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1905 Via Las Palmas Unit 9, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1905 Via Las Palmas UNIT 9"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667152,""longitude"":-117.082115},""url"":""https://www.zillow.com/homedetails/1905-Via-Las-Palmas-UNIT-9-National-City-CA-91950/17100850_zpid/""}","https://www.zillow.com/homedetails/1905-Via-Las-Palmas-UNIT-9-National-City-CA-91950/17100850_zpid/","1905 Via Las Palmas UNIT 9, National City, CA 91950","ACTIVE REALTY","$415,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 01/10/2022","https://www.zillow.com/homedetails/1905-Via-Las-Palmas-UNIT-9-National-City-CA-91950/17100850_zpid/","https://photos.zillowstatic.com/fp/6b611abfc306cf01158284d77e11ab63-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3718 Fairlindo Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,350""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3718 Fairlindo Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.659626,""longitude"":-117.05869},""url"":""https://www.zillow.com/homedetails/3718-Fairlindo-Way-National-City-CA-91950/17101638_zpid/""}","https://www.zillow.com/homedetails/3718-Fairlindo-Way-National-City-CA-91950/17101638_zpid/","3718 Fairlindo Way, National City, CA 91950","COLDWELL BANKER WEST","$415,000","- Sold","2","bds","2","ba","1,350","sqft","Sold 03/18/2020","https://www.zillow.com/homedetails/3718-Fairlindo-Way-National-City-CA-91950/17101638_zpid/","https://photos.zillowstatic.com/fp/151a5b3b729c9bbecf823e60d74c04be-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""324 E 3rd St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""856""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""324 E 3rd St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.680893,""longitude"":-117.104866},""url"":""https://www.zillow.com/homedetails/324-E-3rd-St-National-City-CA-91950/17096257_zpid/""}","https://www.zillow.com/homedetails/324-E-3rd-St-National-City-CA-91950/17096257_zpid/","324 E 3rd St, National City, CA 91950","BIG BLOCK REALTY, INC.","$410,000","- Sold","2","bds","1","ba","856","sqft","Sold 11/07/2020","https://www.zillow.com/homedetails/324-E-3rd-St-National-City-CA-91950/17096257_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.68089294433594,-117.10486602783203&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=K2jaYF1rH_O4ARp8SEHy95Am1is=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""601 R Ave Unit 16, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""977""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""601 R Ave UNIT 16"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68266,""longitude"":-117.088684},""url"":""https://www.zillow.com/homedetails/601-R-Ave-UNIT-16-National-City-CA-91950/17097077_zpid/""}","https://www.zillow.com/homedetails/601-R-Ave-UNIT-16-National-City-CA-91950/17097077_zpid/","601 R Ave UNIT 16, National City, CA 91950","HOMESMART REALTY WEST","$410,000","- Sold","2","bds","1","ba","977","sqft","Sold 11/09/2021","https://www.zillow.com/homedetails/601-R-Ave-UNIT-16-National-City-CA-91950/17097077_zpid/","https://photos.zillowstatic.com/fp/7981d326fc1bd4307c1bb16e101325f8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""617 R Ave Unit 20, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""977""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""617 R Ave UNIT 20"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68266,""longitude"":-117.088684},""url"":""https://www.zillow.com/homedetails/617-R-Ave-UNIT-20-National-City-CA-91950/17097080_zpid/""}","https://www.zillow.com/homedetails/617-R-Ave-UNIT-20-National-City-CA-91950/17097080_zpid/","617 R Ave UNIT 20, National City, CA 91950","COLDWELL BANKER WEST","$410,000","- Sold","2","bds","1","ba","977","sqft","Sold 01/18/2023","https://www.zillow.com/homedetails/617-R-Ave-UNIT-20-National-City-CA-91950/17097080_zpid/","https://photos.zillowstatic.com/fp/13d5d4a7e7714f191ce8ec1866bfade9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1827 N Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""748""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1827 N Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67073,""longitude"":-117.088684},""url"":""https://www.zillow.com/homedetails/1827-N-Ave-National-City-CA-91950/17099494_zpid/""}","https://www.zillow.com/homedetails/1827-N-Ave-National-City-CA-91950/17099494_zpid/","1827 N Ave, National City, CA 91950","KELLER WILLIAMS REALTY","$410,000","- Sold","2","bds","1","ba","748","sqft","Sold 10/26/2022","https://www.zillow.com/homedetails/1827-N-Ave-National-City-CA-91950/17099494_zpid/","https://photos.zillowstatic.com/fp/caf3e4438243acde5447450ba0af7283-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3610 Fairlindo Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,350""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3610 Fairlindo Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.659626,""longitude"":-117.05869},""url"":""https://www.zillow.com/homedetails/3610-Fairlindo-Way-National-City-CA-91950/17101623_zpid/""}","https://www.zillow.com/homedetails/3610-Fairlindo-Way-National-City-CA-91950/17101623_zpid/","3610 Fairlindo Way, National City, CA 91950","CAIRN REALTY GROUP, INC.","$410,000","- Sold","2","bds","2","ba","1,350","sqft","Sold 02/12/2021","https://www.zillow.com/homedetails/3610-Fairlindo-Way-National-City-CA-91950/17101623_zpid/","https://photos.zillowstatic.com/fp/74739f4578a12d6db22352459793fc24-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2132 Granger Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,268""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2132 Granger Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67205,""longitude"":-117.074036},""url"":""https://www.zillow.com/homedetails/2132-Granger-Ave-National-City-CA-91950/17098410_zpid/""}","https://www.zillow.com/homedetails/2132-Granger-Ave-National-City-CA-91950/17098410_zpid/","2132 Granger Ave, National City, CA 91950","","$408,000","- Sold","2","bds","1","ba","1,268","sqft","Sold 03/11/2021","https://www.zillow.com/homedetails/2132-Granger-Ave-National-City-CA-91950/17098410_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.67205047607422,-117.07403564453125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Sr1uEyzFrGMO5cWNpi1kivhk_9s=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1908 E 8th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""837""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1908 E 8th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68109,""longitude"":-117.08727},""url"":""https://www.zillow.com/homedetails/1908-E-8th-St-National-City-CA-91950/17097290_zpid/""}","https://www.zillow.com/homedetails/1908-E-8th-St-National-City-CA-91950/17097290_zpid/","1908 E 8th St, National City, CA 91950","ACTIVE REALTY","$405,000","- Sold","2","bds","1","ba","837","sqft","Sold 10/08/2020","https://www.zillow.com/homedetails/1908-E-8th-St-National-City-CA-91950/17097290_zpid/","https://photos.zillowstatic.com/fp/e65016203eeb317194a6bc0743f758ab-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""750 Paradise Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,272""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""750 Paradise Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.685192,""longitude"":-117.07708},""url"":""https://www.zillow.com/homedetails/750-Paradise-Way-National-City-CA-91950/72149729_zpid/""}","https://www.zillow.com/homedetails/750-Paradise-Way-National-City-CA-91950/72149729_zpid/","750 Paradise Way, National City, CA 91950","UTOPIA REAL ESTATE","$405,000","- Sold","2","bds","3","ba","1,272","sqft","Sold 09/17/2020","https://www.zillow.com/homedetails/750-Paradise-Way-National-City-CA-91950/72149729_zpid/","https://photos.zillowstatic.com/fp/d26ebad64c306bb89207a1a6846c4501-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1213 East Ave Unit G25, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""924""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1213 East Ave UNIT G25"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.668255,""longitude"":-117.09179},""url"":""https://www.zillow.com/homedetails/1213-East-Ave-UNIT-G25-National-City-CA-91950/17099054_zpid/""}","https://www.zillow.com/homedetails/1213-East-Ave-UNIT-G25-National-City-CA-91950/17099054_zpid/","1213 East Ave UNIT G25, National City, CA 91950","24/7 REALTY INC","$400,000","- Sold","2","bds","1","ba","924","sqft","Sold 11/15/2021","https://www.zillow.com/homedetails/1213-East-Ave-UNIT-G25-National-City-CA-91950/17099054_zpid/","https://photos.zillowstatic.com/fp/152b7ae354f1ff591ae6bd995cbcd981-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1840 I Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""768""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1840 I Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.668964,""longitude"":-117.09422},""url"":""https://www.zillow.com/homedetails/1840-I-Ave-National-City-CA-91950/17099427_zpid/""}","https://www.zillow.com/homedetails/1840-I-Ave-National-City-CA-91950/17099427_zpid/","1840 I Ave, National City, CA 91950","CENTURY 21 AWARD","$400,000","- Sold","2","bds","1","ba","768","sqft","Sold 03/10/2020","https://www.zillow.com/homedetails/1840-I-Ave-National-City-CA-91950/17099427_zpid/","https://photos.zillowstatic.com/fp/b0a7b972ab1f211257caedca3bd94adc-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""906 E 6th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""672""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""906 E 6th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.680016,""longitude"":-117.09809},""url"":""https://www.zillow.com/homedetails/906-E-6th-St-National-City-CA-91950/17096730_zpid/""}","https://www.zillow.com/homedetails/906-E-6th-St-National-City-CA-91950/17096730_zpid/","906 E 6th St, National City, CA 91950","EXP REALTY","$386,000","- Sold","2","bds","1","ba","672","sqft","Sold 05/25/2022","https://www.zillow.com/homedetails/906-E-6th-St-National-City-CA-91950/17096730_zpid/","https://photos.zillowstatic.com/fp/f17a21d9a3b69aa692e87195770ea4cc-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""325 E 2nd St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""818""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""325 E 2nd St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68231,""longitude"":-117.10537},""url"":""https://www.zillow.com/homedetails/325-E-2nd-St-National-City-CA-91950/17096040_zpid/""}","https://www.zillow.com/homedetails/325-E-2nd-St-National-City-CA-91950/17096040_zpid/","325 E 2nd St, National City, CA 91950","CHRIS BEASON REALTY","$380,000","- Sold","2","bds","1","ba","818","sqft","Sold 06/11/2020","https://www.zillow.com/homedetails/325-E-2nd-St-National-City-CA-91950/17096040_zpid/","https://photos.zillowstatic.com/fp/68a61927d0e1c0ef69df9fb250e2728d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1925 Via Las Palmas Unit 47, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1925 Via Las Palmas UNIT 47"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667152,""longitude"":-117.082115},""url"":""https://www.zillow.com/homedetails/1925-Via-Las-Palmas-UNIT-47-National-City-CA-91950/17100888_zpid/""}","https://www.zillow.com/homedetails/1925-Via-Las-Palmas-UNIT-47-National-City-CA-91950/17100888_zpid/","1925 Via Las Palmas UNIT 47, National City, CA 91950","BIG BLOCK REALTY, INC.","$380,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 10/25/2021","https://www.zillow.com/homedetails/1925-Via-Las-Palmas-UNIT-47-National-City-CA-91950/17100888_zpid/","https://photos.zillowstatic.com/fp/fc0001fd550ac51dc3b860ef4cbe4072-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""801 National City Blvd Unit 1201, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""801 National City Blvd UNIT 1201"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.675484,""longitude"":-117.10641},""url"":""https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-1201-National-City-CA-91950/140461918_zpid/""}","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-1201-National-City-CA-91950/140461918_zpid/","801 National City Blvd UNIT 1201, National City, CA 91950","ONE WORLD REALTY","$375,000","- Sold","2","bds","1","ba","1,000","sqft","Sold 06/25/2021","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-1201-National-City-CA-91950/140461918_zpid/","https://photos.zillowstatic.com/fp/26f91b2583cbb957171854870e125399-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""801 National City Blvd Unit 1201, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""801 National City Blvd UNIT 1201"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.675484,""longitude"":-117.10641},""url"":""https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-1201-National-City-CA-91950/2094002319_zpid/""}","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-1201-National-City-CA-91950/2094002319_zpid/","801 National City Blvd UNIT 1201, National City, CA 91950","","$375,000","- Sold","2","bds","1","ba","1,000","sqft","Sold 06/25/2021","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-1201-National-City-CA-91950/2094002319_zpid/","https://photos.zillowstatic.com/fp/a4df51b783ea7ce6ba9b483be8346dc1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1741 E 16th St Apt R, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""820""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1741 E 16th St APT R"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.674633,""longitude"":-117.086296},""url"":""https://www.zillow.com/homedetails/1741-E-16th-St-APT-R-National-City-CA-91950/17097689_zpid/""}","https://www.zillow.com/homedetails/1741-E-16th-St-APT-R-National-City-CA-91950/17097689_zpid/","1741 E 16th St APT R, National City, CA 91950","COLDWELL BANKER WEST","$373,500","- Sold","2","bds","1","ba","820","sqft","Sold 06/30/2021","https://www.zillow.com/homedetails/1741-E-16th-St-APT-R-National-City-CA-91950/17097689_zpid/","https://photos.zillowstatic.com/fp/b14acf107defd72673d2e1e2de9084fa-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1812 Via Las Palmas Unit 32, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1812 Via Las Palmas UNIT 32"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667377,""longitude"":-117.08304},""url"":""https://www.zillow.com/homedetails/1812-Via-Las-Palmas-UNIT-32-National-City-CA-91950/17100784_zpid/""}","https://www.zillow.com/homedetails/1812-Via-Las-Palmas-UNIT-32-National-City-CA-91950/17100784_zpid/","1812 Via Las Palmas UNIT 32, National City, CA 91950","","$373,500","- Sold","2","bds","2","ba","1,070","sqft","Sold 03/30/2021","https://www.zillow.com/homedetails/1812-Via-Las-Palmas-UNIT-32-National-City-CA-91950/17100784_zpid/","https://photos.zillowstatic.com/fp/707b88029f12dbc4dec6b22cb9fbeda1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1812 Via Las Palmas, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1812 Via Las Palmas"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/1812-Via-Las-Palmas-National-City-CA-91950/2104932148_zpid/""}","https://www.zillow.com/homedetails/1812-Via-Las-Palmas-National-City-CA-91950/2104932148_zpid/","1812 Via Las Palmas, National City, CA 91950","KELLER WILLAMS REALTY","$373,500","- Sold","2","bds","2","ba","1,070","sqft","Sold 03/30/2021","https://www.zillow.com/homedetails/1812-Via-Las-Palmas-National-City-CA-91950/2104932148_zpid/","https://photos.zillowstatic.com/fp/1157b9021f71be215157a79a3ce247b5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1904 Via Las Palmas Unit 6, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1904 Via Las Palmas UNIT 6"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667152,""longitude"":-117.082115},""url"":""https://www.zillow.com/homedetails/1904-Via-Las-Palmas-UNIT-6-National-City-CA-91950/17100847_zpid/""}","https://www.zillow.com/homedetails/1904-Via-Las-Palmas-UNIT-6-National-City-CA-91950/17100847_zpid/","1904 Via Las Palmas UNIT 6, National City, CA 91950","WILLIS ALLEN REAL ESTATE","$373,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 05/11/2021","https://www.zillow.com/homedetails/1904-Via-Las-Palmas-UNIT-6-National-City-CA-91950/17100847_zpid/","https://photos.zillowstatic.com/fp/43cacab28da869b3bbbaa43dcd03b593-p_e.jpg","Save this home"
